Actor_name	Pageviews
Dan Popple	nan
Dan Povenmire	225192
Dan Pritchett	nan
Dan Rambo	1092
Dan Rather	2262496
Dan Resin	42097
Dan Riss	2276
Dan Robbertse	nan
Dan Rosen	12422
Dan Schneider	67316
Dan Scogin	nan
Dan Seymour	77881
Dan Shor	89744
Dan Skene	nan
Dan Snow	662044
Dan Spelling	nan
Dan Spencer	15434
Dan Spielman	339781
Dan Stevens	6078050
Dan Sturkie	nan
Dan Sultan	122184
Dan Tobin	57062
Dan Turgeman	nan
Dan Twyman	nan
Dan Vadis	98335
Dan Velez	nan
Dan Warner	5701
Dan Warry-Smith	1731
Dan Weekes	nan
Dan Wells	3358
Dan White	1107533
Dan Wilcox	1
Dan Willmott	3
Dan Woods	nan
Dan Woren	75890
Dan Yeager	107187
Dan Zale	nan
Dan Zaleski	nan
Dan Ziskie	36885
Dan van Husen	14244
Dana Andersen	17887
Dana Andrews	1031359
Dana Ashbrook	594519
Dana Carvey	1920349
Dana Elcar	349286
Dana Gould	307846
Dana Karl Glover	3239
Dana Lee	2
Dana MacKay	nan
Dana Olsen	77918
Dana Packard	nan
Dana Silver	nan
Dana Snyder	357775
Dana Stubblefield	93150
Dana Wilson	15771
Dandy Sakano	13417
Dane A. Davis	3631
Dane Allred	nan
Dane Christensen	nan
Dane Clark	172147
Dane Cook	2491736
Dane Cross	37370
Dane Dandridge	nan
Dane DeHaan	3478421
Dane Farwell	nan
Danel Aser	nan
Dani Codina	nan
Dani Jazzar	nan
Dani Levy	25979
Dani Martin	2886
Dani Stauder	nan
Dani Szabó	nan
Danie Voges	5961
Daniel 'Smalls' Johnson	nan
Daniel Adams	2931
Daniel Adebayo	nan
Daniel Ades	nan
Daniel Aguirre	nan
Daniel Ainsleigh	6736
Daniel Alan Kiely	nan
Daniel Alcaíno	5579
Daniel Alcino	nan
Daniel Alejandro Ovando	nan
Daniel Alexander	2573
Daniel Allman	nan
Daniel Amalm	39145
Daniel Anderson	5704
Daniel Andreyev	nan
Daniel Antivilo	nan
Daniel Antonsson	13020
Daniel Arthur Wray	nan
Daniel Aráoz	1539
Daniel Auster	12117
Daniel Auteuil	248656
Daniel B. Roy	nan
Daniel Bacon	32666
Daniel Baird	nan
Daniel Balaji	573832
Daniel Baldock	nan
Daniel Baldwin	2778712
Daniel Barone	4206
Daniel Batscher	nan
Daniel Bednar	nan
Daniel Beer	8156
Daniel Belardinelli	9900
Daniel Benoin	nan
Daniel Benzali	136674
Daniel Beretta	5721
Daniel Berg	4345
Daniel Bernhardt	258866
Daniel Berrigan	200002
Daniel Bess	122699
Daniel Betances	nan
Daniel Betts	59059
Daniel Boileau	nan
Daniel Boiteau	nan
Daniel Bonjour	15440
Daniel Booko	256897
Daniel Bos	nan
Daniel Bosch	nan
Daniel Boulanger	13830
Daniel Bragderyd	2552
Daniel Bratterud	nan
Daniel Breton	8334
Daniel Brière	205593
Daniel Brochu	61538
Daniel Brocklebank	387605
Daniel Brockley	nan
Daniel Brühl	2992520
Daniel Buain	nan
Daniel Buccos	nan
Daniel Buckland	nan
Daniel Buran	nan
Daniel Burke	3906
Daniel Burnley	nan
Daniel Börresen	nan
Daniel Caltagirone	123579
Daniel Carlisle	3920
Daniel Carpenter	1327
Daniel Casey	386657
Daniel Cauchy	3912
Daniel Ceccaldi	11127
Daniel Cerny	19182
Daniel Cerqueira	1
Daniel Chasin	nan
Daniel Chatto	753375
Daniel Chilson	nan
Daniel Chodos	nan
Daniel Choi	10132
Daniel Clark	16243
Daniel Colas	nan
Daniel Conners	nan
Daniel Coonan	16450
Daniel Cooper	5517
Daniel Cosgrove	343738
Daniel Costello	nan
Daniel Couturier	nan
Daniel Craig	9866760
Daniel Crouet	nan
Daniel Cudmore	574085
Daniel Czeizel	nan
Daniel Dae Kim	2462626
Daniel Davies	2453
Daniel Davis	577761
Daniel Day-Lewis	8411806
Daniel Dayan	6759
Daniel De La Mar	nan
Daniel De'sioye	nan
Daniel DeSanto	157252
Daniel Demarco	nan
Daniel Dennett	877451
Daniel Descamps	nan
Daniel Di Biase	nan
Daniel Dicenta	nan
Daniel Dicks	nan
Daniel Dion	7565
Daniel Do	nan
Daniel Doble	nan
Daniel Dolski	nan
Daniel Dresner	nan
Daniel Dunér	nan
Daniel Dury	nan
Daniel Duval	40543
Daniel Duvet	nan
Daniel E. Smith	nan
Daniel Echegaray	nan
Daniel Edward Mora	nan
Daniel Ellsberg	1850896
Daniel Emery Taylor	nan
Daniel Emilfork	30816
Daniel Engstrup	nan
Daniel Enright	nan
Daniel Eric Gold	110573
Daniel Esparza	nan
Daniel Evans	16492
Daniel Fanego	nan
Daniel Faraldo	2308
Daniel Farcher	nan
Daniel Fathers	129540
Daniel Fernando	71120
Daniel Fernández	12912
Daniel Fettig	nan
Daniel Feuerriegel	8877
Daniel Figuereido	nan
Daniel Filho	10428
Daniel Flaherty	115947
Daniel Floyd	nan
Daniel Flynn	3872
Daniel Franco	50106
Daniel Franzese	531463
Daniel Freire	16012
Daniel G. Tomlinson	nan
Daniel Gadouas	nan
Daniel García	15790
Daniel Genalo	nan
Daniel Genoud	nan
Daniel Gerroll	57216
Daniel Gilchrist	3104
Daniel Gilfether	nan
Daniel Gillies	2277449
Daniel Giménez Cacho	97104
Daniel Giroux	nan
Daniel Goddard	3936
Daniel Grant	2989
Daniel Grao	nan
Daniel Graves	nan
Daniel Greene	5823
Daniel Guerrero	2698
Daniel Guyant	nan
Daniel Gélin	63760
Daniel H. Jenkins	28245
Daniel Hagen	14400
Daniel Hale Rowan	599
Daniel Hall Kuhn	nan
Daniel Hamayda	nan
Daniel Handler	1538544
Daniel Hansen	2
Daniel Hanssens	nan
Daniel Harkins	2345
Daniel Harle	1017
Daniel Hawksford	4200
Daniel Heifetz	17906
Daniel Hendler	27079
Daniel Henney	1792357
Daniel Henshall	249810
Daniel Henson	nan
Daniel Heriban	nan
Daniel Herlink	nan
Daniel Hill	4367
Daniel Hirsch	nan
Daniel Hogarth	nan
Daniel Holt	nan
Daniel Holzman	nan
Daniel Hugh Kelly	239409
Daniel Iliskovic	nan
Daniel Irizarry	nan
Daniel Ivernel	7512
Daniel J. Gordon	nan
Daniel J. Molthen	nan
Daniel J. Travanti	432434
Daniel Janks	nan
Daniel Johnson	19116
Daniel Johnston	1684993
Daniel Jones	35376
Daniel Jordan	1156
Daniel Jordano	nan
Daniel Joseph	1924
Daniel Jude Gennis	nan
Daniel Kaemon	nan
Daniel Kalal	nan
Daniel Kaluuya	6399995
Daniel Kargieman	nan
Daniel Kash	141670
Daniel Kastner	nan
Daniel Kaye	nan
Daniel Kedem	nan
Daniel Kenigsberg	nan
Daniel Keyes	187632
Daniel Knauf	49803
Daniel Kountz	134098
Daniel Kozakiewicz	nan
Daniel Kraus	1912
Daniel Krige	5162
Daniel Krolik	nan
Daniel Kruyer	nan
Daniel Kuzniecka	2319
Daniel L. Haynes	4744
Daniel Landa	27228
Daniel Landers Berkowitz	nan
Daniel Lapaine	435976
Daniel Larsson	2131
Daniel Lecourtois	4307
Daniel Lee Yan-Kong	2397
Daniel Lennox	nan
Daniel Letterle	47052
Daniel Levans	nan
Daniel Libman	nan
Daniel Lillford	nan
Daniel Liu	nan
Daniel Llobregat	nan
Daniel Lloyd Davey	405
Daniel Logan	229810
Daniel London	70336
Daniel Louis Rivas	3
Daniel Lugo	436580
Daniel Lundh	71964
Daniel MacIvor	29119
Daniel MacLean	nan
Daniel MacPherson	439903
Daniel Magder	62833
Daniel Magon	nan
Daniel Manche	54286
Daniel March	nan
Daniel Margotta	nan
Daniel Markovich	nan
Daniel Martin	9383
Daniel Martin Berkey	nan
Daniel Martine	nan
Daniel Martín	7388
Daniel Martínez	9709
Daniel Mascarello	nan
Daniel Massey	3278
Daniel Matmor	nan
Daniel Mays	729502
Daniel Mazikowski	nan
Daniel McDonald	1225
Daniel McGowan	2086
Daniel McVicar	29606
Daniel Mendaille	5320
Daniel Mesguich	12503
Daniel Miglioranza	nan
Daniel Miller	7617
Daniel Minetti	nan
Daniel Miranda	nan
Daniel Morgenroth	nan
Daniel Morrison	4909
Daniel Murphy	17859
Daniel Musgrove	nan
Daniel Muñoz	4413
Daniel Neiden	nan
Daniel Newman	18581
Daniel Nieden	nan
Daniel O'Haco	nan
Daniel O'Leary	2718
Daniel O'Meara	nan
Daniel Oaks	nan
Daniel Okrent	97877
Daniel Olbrychski	126379
Daniel Ortiz	10989
Daniel P. Coughlin	5171
Daniel Parker	4968
Daniel Pastor	nan
Daniel Patrick Moriarty	nan
Daniel Peacock	208871
Daniel Pearce	50178
Daniel Percival	28605
Daniel Pesina	85848
Daniel Pettrow	nan
Daniel Pilon	74724
Daniel Pinchbeck	56110
Daniel Pisica	nan
Daniel Plier	nan
Daniel Pollock	123631
Daniel Polo	nan
Daniel Polsby	nan
Daniel Pommereulle	nan
Daniel Porter	19259
Daniel Prévost	32611
Daniel Páez	nan
Daniel Quenaud	nan
Daniel Quinn	134000
Daniel R. Christian	nan
Daniel R. Escobar	3285
Daniel Radcliffe	9971062
Daniel Radell	nan
Daniel Raffloer	nan
Daniel Rand	421
Daniel Raymont	nan
Daniel Read	10937
Daniel Reardon	nan
Daniel Reed	23229
Daniel Reichard	nan
Daniel Rialet	nan
Daniel Richter	4610
Daniel Rigney	nan
Daniel Rindress-Kay	nan
Daniel Riordan	50720
Daniel Roberts	5215
Daniel Robinson	1695
Daniel Roebuck	503420
Daniel Rojo	nan
Daniel Ross	6127
Daniel Ross Owens	nan
Daniel Rous	nan
Daniel Rovai	nan
Daniel Russo	14865
Daniel Ryan	5629
Daniel Sabia	nan
Daniel Sador	nan
Daniel Samonas	78369
Daniel Sarky	1
Daniel Sauli	nan
Daniel Schlachet	nan
Daniel Schmid	14188
Daniel Schneiderman	nan
Daniel Schorr	86089
Daniel Scurek	nan
Daniel Seagren	nan
Daniel Selby	nan
Daniel Seltzer	5203
Daniel Shalikar	nan
Daniel Sharman	1282749
Daniel Sidon	nan
Daniel Simmons	3601
Daniel Skelton	nan
Daniel Smith	43098
Daniel Solan	nan
Daniel Southern	29386
Daniel Southworth	7
Daniel Steiner	10328
Daniel Stern	32302
Daniel Stewart Sherman	nan
Daniel Strange	nan
Daniel Studi	nan
Daniel Sunjata	718900
Daniel Sykes	nan
Daniel T. Boothe	nan
Daniel T. Majetich	nan
Daniel Tarrare	nan
Daniel Tavares	nan
Daniel Tay	187992
Daniel Tchangang	nan
Daniel Tedeschi	nan
Daniel Timko	nan
Daniel Torres	7326
Daniel Tosh	2078096
Daniel Tovar	13053
Daniel Travis	57157
Daniel Treat	nan
Daniel Trippett	nan
Daniel Truhitte	236686
Daniel Tucker Kamin	nan
Daniel Ubaud	nan
Daniel Valenzuela	8230
Daniel Verite	nan
Daniel Vignat	nan
Daniel Villanova	nan
Daniel Villarreal	nan
Daniel Vivian	15360
Daniel W. Cope	nan
Daniel Weber	191700
Daniel Wei Teck Gan	nan
Daniel Weiss	4430
Daniel Wesley	16435
Daniel Weyman	36039
Daniel Whitner	2910
Daniel Wickens	nan
Daniel Wiemer	5370
Daniel William Carter	nan
Daniel Williams	20886
Daniel Wisler	11791
Daniel Woodgate	15287
Daniel Wu	1756329
Daniel Wyllie	163885
Daniel Yelsky	nan
Daniel York	nan
Daniel Young	7716
Daniel Zacapa	35219
Daniel Zelman	590758
Daniel Zen	nan
Daniel Zettel	nan
Daniel de Alvarado	nan
Daniel de Oliveira	1881
Daniel de la Falaise	nan
Daniel van Wijk	nan
Daniel von Bargen	396938
Daniel von Wetter	nan
Daniele Dublino	2365
Daniele Liotti	51958
Daniele Luchetti	14235
Daniele Montana	nan
Daniele Pecci	8511
Daniele Stroppa	nan
Daniil Netrebin	nan
Daniil Strakhov	21405
Danijel Malalan	nan
Danila Dunaev	nan
Danila Kozlovsky	529978
Danilo Bata Stojković	3473
Danilo Bejarano	nan
Danilo Lazović	20292
Danilo Rodriguez	nan
Danilo Serbedzija	184
Danish Hussain	nan
Danièle Girard	1174
Dankan	10442
Danko Ljustina	612
Danny .S.	1
Danny A. Jacobs	nan
Danny Adams	19618
Danny Adcock	12609
Danny Aiello	1461275
Danny Alder	4556
Danny Allen	nan
Danny Arroyo	nan
Danny Babington	nan
Danny Barker	34892
Danny Beissel	nan
Danny Blanco	14
Danny Bonaduce	1211829
Danny Borbon	nan
Danny Boushebel	nan
Danny Boyd	1586
Danny Breen	11333
Danny Bristol	nan
Danny Burstein	103741
Danny Chan	182493
Danny Comden	10879
Danny Concepcia	nan
Danny Cooksey	506249
Danny Corkill	43334
Danny Daley	nan
Danny Daniels	159026
Danny Darst	1
Danny Davis	6931
Danny Dayton	38428
Danny DeVito	8828814
Danny Denzongpa	1398418
Danny Di Cioccio	nan
Danny Dumbrowski	nan
Danny Dyer	3226420
Danny Elfman	2953811
Danny Epper	nan
Danny Fisher	285
Danny Fraticelli	2864
Danny Gans	135563
Danny Gerard	27157
Danny Gilfeather	nan
Danny Gilmore	5749
Danny Glover	4105405
Danny Goldman	58399
Danny Goldring	nan
Danny Green	25953
Danny Hanemann	nan
Danny Hassel	37106
Danny Hoch	138570
Danny Hogan	37840
Danny Huston	2305964
Danny Jackson	39813
Danny Jacobs	4668
Danny John-Jules	1508123
Danny Jones	671791
Danny Kamekona	153335
Danny Kaye	2340384
Danny Keough	127073
Danny Ko	nan
Danny Lawrence	46
Danny Le Boyer	nan
Danny Lee	15976
Danny Lee Clark	124634
Danny Lloyd	973664
Danny Lopes	11721
Danny Mann	139716
Danny Marmolejo	nan
Danny Martinez	19161
Danny Masterson	6211227
Danny Mastrogiorgio	48891
Danny McBride	2946716
Danny McCarthy	38742
Danny McKinnon	6130
Danny Meehan	nan
Danny Midwinter	nan
Danny Mills	226960
Danny Mora	nan
Danny Morgan	899
Danny Morton	5236
Danny Mountain	1080848
Danny Mulheron	9935
Danny Murphy	9534
Danny Nelson	7168
Danny Nucci	609971
Danny Nussbaum	nan
Danny O'Dea	88094
Danny O'Meara	nan
Danny Perea	nan
Danny Pino	1276246
Danny Pintauro	461171
Danny Pudi	1075270
Danny Quinn	53425
Danny Rees	nan
Danny Rhodes	nan
Danny Ross	56242
Danny Roth	nan
Danny Sapani	321767
Danny Schechter	21959
Danny Scholl	nan
Danny Smith	5316
Danny Sommers	nan
Danny Strong	535500
Danny Sullivan	119916
Danny Tarasevich	nan
Danny Tennant	2343
Danny Thomas	2072909
Danny Thompson	89060
Danny Toeng	nan
Danny Trejo	4800599
Danny Tucker	nan
Danny Vasquez	10597
Danny Vinson	14647
Danny Webb	2880
Danny Wells	235464
Danny Woodburn	246704
Danny Wooten	nan
Danny Young	2811
Danny Zorn	nan
Danny de Kok	nan
Danny de Munk	23502
Danny van den Dungen	nan
Danso Gordon	26368
Dante	295094
Dante Basco	1110340
Dante Brown	12118
Dante Cappelli	3204
Dante Cleri	nan
Dante DiPaolo	159198
Dante Ferretti	32209
Dante Foxx	nan
Dante James Hauser	nan
Dante Maggio	11698
Dante Rivero	58771
Danton Stone	14816
Danuel Pipoly	67151
Dany Boon	294743
Daníel Ágúst Haraldsson	39109
Daon Broni	nan
Daoud Heidami	1
Dar Salim	151602
Dara Singh	916797
Dara-Indo Oum	nan
Daragh O'Malley	148481
Daran Norris	500825
Darby Hinton	185991
Darby McKinney	nan
Darcy	52814
Darcy Fehr	10185
Darcy Fraser	nan
Darcy Laurie	nan
Darcy Leutzinger	nan
Darcy Ray Flavell-Hudson	nan
Darcy Shaw	nan
Darell Christopher	nan
Daren Elliot Holmes	nan
Daren Fleming	nan
Darian Gibbs	nan
Dariel Arrechada	nan
Darien Provost	nan
Darien Sills Evans	5647
Darin Brooks	498164
Darin Heames	1
Darin Scott	nan
Darin Southam	81
Dario Argento	994786
Dario Attanasio	nan
Dario Cantarelli	2256
Dario Deak	7484
Dario Michaelis	nan
Dario Varga	1426
Dario Vittori	6551
Darion Basco	nan
Darius Arjmand	195
Darius McCrary	697215
Darius Mehrjui	4069
Darius Miles	518414
Darius Rose	nan
Darius Sinathrya	nan
Dariush Iran Nezhad	nan
Dariush Kashani	11459
Dariush Mokhtari	nan
Dariusz Jabłoński	5655
Dariusz Juzyszyn	nan
Dariusz M. Uczkowski	nan
Darko Rundek	55072
Darko Tomovic	nan
Darlan Cunha	26178
Darlington Michaels	5110
Darneicea Corley	nan
Darnell Garcia	14219
Darnell Williams	102128
Daron Malakian	1049278
Darpan	20426
Darran Watt	nan
Darrel Guilbeau	25926
Darrell Dennis	10283
Darrell Fetty	13259
Darrell Foster	nan
Darrell Hammond	870447
Darrell Hough	nan
Darrell Larson	34848
Darrell Lenormand	nan
Darrell M. Smith	4657
Darrell Mapson	nan
Darrell Russell	2885
Darrell Sandeen	18278
Darrell Waltrip	536897
Darren Aronofsky	5125497
Darren Billam	nan
Darren Boyd	469466
Darren Bransford	nan
Darren Choo	nan
Darren Chow	56
Darren Criss	5587393
Darren Curtis	nan
Darren Dalton	190739
Darren Day	233477
Darren Dunstan	59066
Darren Dupree Washington	nan
Darren E. Burrows	326104
Darren Evans	25817
Darren Ewing	1930
Darren Fromal	nan
Darren Goldstein	nan
Darren Grodsky	nan
Darren Harris	3116
Darren Hayes	737131
Darren Healy	nan
Darren Holmes	1542
Darren Hynes	1780
Darren K. Hawkins	nan
Darren Kent	nan
Darren Kersey	nan
Darren Law	9463
Darren Le Gallo	9
Darren Marshall	nan
Darren McGavin	1292529
Darren Morfitt	50974
Darren O'Hare	nan
Darren O. Campbell	nan
Darren Pettie	nan
Darren Reiher	5164
Darren Robinson	2731
Darren Shahlavi	468116
Darren Southworth	nan
Darren Sumner	1991
Darrick Doerner	23031
Darrien Langan	nan
Darrin Brown	11388
Darrin Henson	184854
Darrin Mitchell	nan
Darrin S Peters	nan
Darris Love	99440
Darrow Ignus	nan
Darry Cowl	29879
Darryl Alan Reed	nan
Darryl Armbruster	nan
Darryl Cooksey	nan
Darryl Cox	1568
Darryl David	26065
Darryl Farmer	nan
Darryl Fong	nan
Darryl Hickman	278949
Darryl Hunter	nan
Darryl Jones	257779
Darryl Kinsella	nan
Darryl Lozupone	nan
Darryl M. Bell	418442
Darryl McDaniels	531585
Darryl Quon	nan
Darryl Roberts	27343
Darryl Scheelar	nan
Darryl Sloan	nan
Darryl Stephens	89635
Darryl Theirse	nan
Darshan Arora	nan
Darshan Jariwala	299508
Darshan Tugudeep	6680
Darsheel Safary	729998
Darvel Davis Jr.	nan
Darwin	164651
Darwin Joston	81753
Darwin Karr	306
Darwood "Waldo" Kaye	5320
Daryl Bonilla	11354
Daryl Gates	481303
Daryl Haney	14303
Daryl Hazel	nan
Daryl Humphries	nan
Daryl Mitchell	42123
Daryl Richardson	46403
Daryl Sabara	2511941
Daryl Shuttleworth	10999
Daryn Tufts	13539
Daryush Shokof	22218
Darío Abad	nan
Darío Grandinetti	49679
Darío Moreno	38318
Darío T. Pie	nan
Das Orchester des Südwestfunks Baden-Baden	nan
Das Werner-Stammer-Ballett	nan
Dasari Narayana Rao	568698
Dash Mihok	763170
Dash Pomerantz	nan
Dashiell Eaves	9879
Dashiell Howell	30
Dasun Madhusanka	nan
Dato Bakhtadze	nan
Datta Bhatt	nan
Datta Dave	nan
Daud Shah	3511
Dave Allert	nan
Dave Alvin	168432
Dave Anderson	8067
Dave Annable	1005045
Dave Atkins	2886
Dave Attell	727128
Dave B. Mitchell	55052
Dave Baez	7
Dave Barry	423326
Dave Bean	nan
Dave Becker	nan
Dave Berry	7079
Dave Bidini	25421
Dave Bielawski	nan
Dave Boat	44641
Dave Boyle	17627
Dave Brown	5615
Dave Brubeck	1037370
Dave Buzzotta	nan
Dave Campfield	3898
Dave Carter	38295
Dave Champion	3
Dave Chappelle	8741222
Dave Cieslewicz	13063
Dave Clark	5514
Dave Cloud	41118
Dave Collette	nan
Dave Colon	nan
Dave Costa	12266
Dave Coulier	1544733
Dave Courtney	312851
Dave Coyne	4957
Dave Crabb	nan
Dave Dawson	763
Dave Dickerson	29303
Dave Duffy	nan
Dave Eggers	695087
Dave Ellis	1170
Dave England	402419
Dave Farrell	258038
Dave Fennoy	205675
Dave Ferrise	nan
Dave Finlay	972833
Dave Fitzgerald	6964
Dave Fleischer	75287
Dave Fogel	10460
Dave Foley	1077883
Dave Franco	8350744
Dave Gahan	1679988
Dave Geatty	nan
Dave Gibson	1064
Dave Giuntoli	8507
Dave Goelz	170829
Dave Gorman	287177
Dave Graubart	nan
Dave Grohl	6228381
Dave Grusin	267347
Dave Harms	2208
Dave Hill	328731
Dave Johnson	3331
Dave Jones	5484
Dave Kalama	30076
Dave Kashner	nan
Dave King	7835
Dave Lamb	209393
Dave Legeno	271719
Dave Levine	nan
Dave Little	3439
Dave Lombardo	887267
Dave Lumenta	nan
Dave Lynn	12
Dave MacDonald	45030
Dave Macomber	nan
Dave Mallow	55056
Dave Marchant	nan
Dave Mason	700967
Dave Matthews	1851209
Dave Meyers	4411
Dave Mirra	1177144
Dave Morick	nan
Dave Morris	1574
Dave Mustaine	2443233
Dave Navarro	3059878
Dave Nemeth	nan
Dave Nystrom	5318
Dave O'Brien	1854
Dave O'Neil	32357
Dave Olson	nan
Dave Pope	10019
Dave Power	704
Dave Rickards	1661
Dave Robinson	18462
Dave Scott	9468
Dave Sharpe	1389
Dave Sheridan	9214
Dave Spector	55174
Dave Spiecher	nan
Dave Thomas	12375
Dave Thompson	3669
Dave Townley	nan
Dave Vescio	36018
Dave Ward	4352
Dave Williams	4523
Dave Willis	270078
Dave Willock	68759
Dave Wittenberg	185181
Dave Wong	18194
Davey Boy Smith	1455233
Davey Lee	6392
David "Honeyboy" Edwards	65495
David "Shark" Fralick	34040
David A. Aufmuth Sr.	nan
David A. Cooper	1654
David A. Huffman	63576
David A. Kelley	nan
David A.R. White	1401
David Aaron Baker	50855
David Abraham Cheulkar	180368
David Abrams	4337
David Ackert	nan
David Ackroyd	140982
David Acord	16055
David Adams	7936
David Agranov	nan
David Alan Bailey	23693
David Alan Barclay	336
David Alan Basche	200898
David Alan Graf	nan
David Alan Grier	1549715
David Aldous	16542
David Alford	nan
David Allan Coe	1642805
David Allen	25349
David Allen Brooks	9088
David Alpay	217402
David Alpert	nan
David Alvarado	nan
David Amos	72
David Amram	75769
David Anders	652984
David Anderson	19552
David Andrews	13115
David Andriole	5943
David Angelis	nan
David Anthony Higgins	245797
David Anthony Marshall	335
David Anzuelo	nan
David Arancibia	nan
David Arciniega	nan
David Arden Engel	nan
David Argue	27224
David Arias	1726
David Arkin	79079
David Arnott	36106
David Arquette	4727421
David Arrow	nan
David Ashfield	nan
David Ashton	2301
David Assael	nan
David Aston	12602
David Atkins	31352
David Atrakchi	20005
David Attenborough	7975766
David Auker	11981
David Avery	92984
David Axelrod	571310
David Aylmer	nan
David Bacon	4469
David Baerwald	53441
David Bailey	444328
David Bailie	75826
David Ballasso	nan
David Bamber	416149
David Banner	636930
David Barrera	138917
David Barry Gray	nan
David Bartholomew Greathouse	nan
David Bateson	124814
David Battley	175224
David Bauer	3769
David Bautista	8946
David Baxter	2449
David Bayer	nan
David Beard	4740
David Becker	23806
David Beckham	11031414
David Bedella	81945
David Beecroft	26940
David Belle	368966
David Benger	nan
David Bennent	148680
David Benton	nan
David Bergen	15533
David Berman	12884
David Berridge	nan
David Bierend	nan
David Billaud	nan
David Birney	363263
David Blacker	7404
David Blackwell	134380
David Blaine	1846923
David Bloom	179259
David Boateng	nan
David Boelee	nan
David Bolt	3095
David Bond	10924
David Bonfadini	nan
David Booth	6560
David Boreanaz	3925071
David Born	9
David Boscoe	nan
David Boston	213680
David Boutin	5528
David Bowe	9437
David Bowen	3561
David Bower	103589
David Bowers	4471
David Bowie	14554150
David Bowles	3252
David Boykin	nan
David Boyle	5012
David Bracks	nan
David Bradley	51828
David Brandon	7573
David Brazil	3064
David Brennan	5342
David Brenner	415115
David Brian	109501
David Brimmer	15813
David Brisbin	54389
David Brosius	nan
David Brown	54313
David Brown Jr.	nan
David Bruce	11299
David Brunt	10860
David Bryan	316201
David Bryant	21298
David Buck	76205
David Bueno	nan
David Burdick	nan
David Burke	22155
David Burns	6225
David Burr	1285
David Burrus	nan
David Burtka	1959499
David Busse	nan
David Butler	9847
David Byrne	2659673
David Byrnes	nan
David Byron	234535
David C. Bunners	nan
David Cabecinha	nan
David Calder	5787
David Cale	13236
David Call	154136
David Callegatti	nan
David Caltrider	nan
David Cameron	4692212
David Canary	461042
David Candreva	nan
David Cann	9516
David Cardoso	14860
David Carey	1378
David Carradine	4744705
David Carrera	nan
David Carroll	9430
David Carson	22539
David Caruso	1620537
David Cash	2670
David Cassidy	6693462
David Castro	85700
David Celli	nan
David Chamberlin	nan
David Chambers	4216
David Chan	14777
David Chandler	5812
David Charvet	745390
David Chattam	nan
David Cheng	40128
David Chiang	145107
David Chisum	76364
David Choe	925125
David Chokachi	194221
David Chow	4606
David Christo	nan
David Christopher	nan
David Chung	3829
David Clarke	22671
David Clayton Rogers	103477
David Clement	nan
David Clennon	179676
David Clyde	49370
David Collings	79853
David Collins	12063
David Conde	nan
David Conley	2338
David Conrad	418226
David Cooley	987
David Coote	1323
David Copperfield	1613558
David Coral	nan
David Cormican	7764
David Corti	nan
David Costabile	988963
David Crabtree	26637
David Crellin	21036
David Cromwell	11260
David Cronenberg	1865061
David Crosby	2028883
David Cross	2967818
David Crouch	7356
David Cubitt	229699
David Curtiz	nan
David Czesany	nan
David D'Ingeo	nan
David D. Cole	62025
David Daker	103576
David Daoud	nan
David Darmstaeder	nan
David Darus	nan
David Dastmalchian	1098320
David Davis	52068
David Day	3520
David Dayan Fisher	102453
David DeLuise	733933
David Del Rio	114377
David Della Rocco	154509
David Dencik	508535
David Denis	nan
David Denman	1516421
David Dennis	5754
David Dewaele	9160
David Dharmakirthi	nan
David Dhawan	1349435
David Diaan	14254
David Dodimead	nan
David Dorfman	324073
David Doty	1832
David Douche	nan
David Doukhan	nan
David Doyle	7053
David Drach	nan
David Drake	72908
David Drew	4454
David Duchovny	3843717
David Dukas	nan
David Dukes	296370
David Dunbar	1855
David Dundas	11285
David Durand	4578
David Dustin Kenyon	nan
David Dwyer	6467
David E. Bonior	24670
David E. Kelley	1918340
David E. Ornston	nan
David E. Weinberg	nan
David Easter	143707
David Eigenberg	532551
David Eisner	6134
David Eleven	nan
David Elliott	9049
David Ellison	508323
David Emge	64533
David Engel	1869
David English	5293
David Essex	873228
David Estuardo	398
David Eugene Callegari	nan
David F. Friedman	31364
David Fabrizio	nan
David Fahm	6658
David Fane	23264
David Farrar	3354
David Faustino	1335550
David Fellowes	nan
David Ferrall	nan
David Ferry	3029
David Fickas	nan
David Field	4299
David Fincher	3775588
David Fine	22100
David Firestar	nan
David Fisher	8955
David Flores	2972
David Fonteno	nan
David Ford	38686
David Forman	15942
David Fox	6760
David Foy	5826
David Francis	3755
David Frank Fletcher Jr.	nan
David Frankham	31799
David Franklin	3507
David Freitas	29666
David French	15079
David Friedman	16232
David Friend	nan
David Froman	54949
David G. Evans	nan
David Gale	121209
David Gallagher	764153
David Galley	nan
David Gardner	48788
David Garfield	25573
David Gasman	47246
David George-Cosh	nan
David Geselson	nan
David Giguère	7760
David Gilbert	8225
David Gilliam	13377
David Gilmour	3314575
David Gingerich	nan
David Giorgobiani	nan
David Glass	7733
David Glyn-Jones	nan
David Gombert	nan
David Goodall	11810
David Gorcey	100200
David Goulart	nan
David Gow	13289
David Gozlan	nan
David Graf	602955
David Graham	24297
David Grant	9303
David Grant Wright	nan
David Greene	12461
David Greenlee	18819
David Greever	nan
David Gregg	2849
David Grieco	3657
David Griffin	10578
David Groh	204415
David Gulpilil	395002
David Gunn	31735
David Gurian	nan
David Gutiérrez	nan
David Gwillim	29374
David Gyasi	589404
David H. Kalama Jr.	nan
David H. Thompson	1134
